Position_m,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s
0.0,2e+17,2e+17,2e+17,2.000000000000039e+17,2.0000000000140598e+17,2.0000000007181642e+17,2.000000011942073e+17,2.00000009829162e+17,2.0000005058910518e+17,2.0000018738691178e+17,2.0000054632369357e+17,2.0000133087009846e+17,2.0000282340240694e+17,2.00005372934912e+17,2.0000937308678048e+17,2.000152357565039e+17,2.0002336533711875e+17,2.000341367368952e+17,2.000478788304849e+17,2.0006486367869597e+17,2.000853010280195e+17,2.0010933717636614e+17,2.001370571563318e+17,2.001684892310568e+17,2.00203610834234e+17,2.002423552567694e+17,2.0028461855301818e+17,2.0033026629120736e+17,2.0037913989827734e+17,2.004310624479782e+17,2.0048584381503504e+17,2.0054328517134435e+17,2.0060318283658352e+17,2.00665331519126e+17,2.0072952699704406e+17,2.0079556829592416e+17,2.0086325942233056e+17,2.009324107106276e+17,2.0100283983770592e+17,2.0107437255581238e+17,2.011468431887606e+17,2.0122009493171814e+17,2.0129397998979226e+17,2.013683595859435e+17,2.0144310386443638e+17,2.0151809171213594e+17,2.0159321051648906e+17,2.01668355875979e+17,2.0174343127618458e+17,2.0181834774228262e+17,2.018930234768672e+17,2.0196738349028374e+17,2.0204135922925978e+17,2.0211488820841984e+17,2.0218791364827312e+17,2.0226038412242954e+17,2.0233225321610957e+17,2.024034791974463e+17,2.0247402470261085e+17,2.0254385643541587e+17,2.0261294488174563e+17,2.026812640389168e+17,2.0274879115988262e+17,2.028155065120406e+17,2.028813931502902e+17,2.0294643670389942e+17,2.0301062517667674e+17,2.0307394875990134e+17,2.0313639965743702e+17,2.0319797192243907e+17,2.0325866130505978e+17,2.0331846511055942e+17,2.033773820672396e+17,2.0343541220362912e+17,2.0349255673436957e+17,2.0354881795426858e+17,2.036041991400091e+17,2.036587044590265e+17,2.0371233888508918e+17,2.0376510812014074e+17,2.0381701852198666e+17,2.0386807703743082e+17,2.0391829114049043e+17,2.0396766877533936e+17,2.0401621830365155e+17,2.040639484560367e+17,2.0411086828727926e+17,2.04156987135111e+17,2.0420231458226442e+17
0.0015115115115115114,2e+17,2e+17,2e+17,2.000000000000039e+17,2.0000000000140598e+17,2.0000000007181642e+17,2.000000011942073e+17,2.00000009829162e+17,2.0000005058910518e+17,2.0000018738691178e+17,2.0000054632369357e+17,2.0000133087009846e+17,2.0000282340240694e+17,2.00005372934912e+17,2.0000937308678048e+17,2.000152357565039e+17,2.0002336533711875e+17,2.000341367368952e+17,2.000478788304849e+17,2.0006486367869597e+17,2.000853010280195e+17,2.0010933717636614e+17,2.001370571563318e+17,2.001684892310568e+17,2.00203610834234e+17,2.002423552567694e+17,2.0028461855301818e+17,2.0033026629120736e+17,2.0037913989827734e+17,2.004310624479782e+17,2.0048584381503504e+17,2.0054328517134435e+17,2.0060318283658352e+17,2.00665331519126e+17,2.0072952699704406e+17,2.0079556829592416e+17,2.0086325942233056e+17,2.009324107106276e+17,2.0100283983770592e+17,2.0107437255581238e+17,2.011468431887606e+17,2.0122009493171814e+17,2.0129397998979226e+17,2.013683595859435e+17,2.0144310386443638e+17,2.0151809171213594e+17,2.0159321051648906e+17,2.01668355875979e+17,2.0174343127618458e+17,2.0181834774228262e+17,2.018930234768672e+17,2.0196738349028374e+17,2.0204135922925978e+17,2.0211488820841984e+17,2.0218791364827312e+17,2.0226038412242954e+17,2.0233225321610957e+17,2.024034791974463e+17,2.0247402470261085e+17,2.0254385643541587e+17,2.0261294488174563e+17,2.026812640389168e+17,2.0274879115988262e+17,2.028155065120406e+17,2.028813931502902e+17,2.0294643670389942e+17,2.0301062517667674e+17,2.0307394875990134e+17,2.0313639965743702e+17,2.0319797192243907e+17,2.0325866130505978e+17,2.0331846511055942e+17,2.033773820672396e+17,2.0343541220362912e+17,2.0349255673436957e+17,2.0354881795426858e+17,2.036041991400091e+17,2.036587044590265e+17,2.0371233888508918e+17,2.0376510812014074e+17,2.0381701852198666e+17,2.0386807703743082e+17,2.0391829114049043e+17,2.0396766877533936e+17,2.0401621830365155e+17,2.040639484560367e+17,2.0411086828727926e+17,2.04156987135111e+17,2.0420231458226442e+17
0.003023023023023023,2e+17,2e+17,2e+17,2.0000000000000397e+17,2.000000000014193e+17,2.000000000722891e+17,2.0000000119998e+17,2.0000000986551242e+17,2.000000507367807e+17,2.000001878294376e+17,2.0000054738840243e+17,2.0000133304587344e+17,2.0000282732808205e+17,2.0000537936312512e+17,2.0000938283368957e+17,2.0001524964818886e+17,2.0002338416091958e+17,2.0003416120251008e+17,2.0004790954264384e+17,2.0006490112110778e+17,2.0008534555706982e+17,2.0010938902252352e+17,2.001371164311604e+17,2.001685559379391e+17,2.0020368488123046e+17,2.0024243647039136e+17,2.0028470669201805e+17,2.0033036105976902e+17,2.0037924095821306e+17,2.0043116942971142e+17,2.0048595632727338e+17,2.0054340280943654e+17,2.0060330518961168e+17,2.0066545817582266e+17,2.007296575506417e+17,2.0079570234805517e+17,2.0086339658609504e+17,2.009325506129418e+17,2.0100298212103702e+17,2.010745168793949e+17,2.0114698922938093e+17,2.0122024238414166e+17,2.0129412856689994e+17,2.0136850901863395e+17,2.0144325390134214e+17,2.0151824211919507e+17,2.015933610764068e+17,2.01668506387608e+17,2.017435815538478e+17,2.018184976150588e+17,2.018931727878544e+17,2.0196753209585434e+17,2.0204150699831696e+17,2.02115035021664e+17,2.021880593974841e+17,2.0226052870976976e+17,2.0233239655345165e+17,2.0240362120572736e+17,2.0247416531121546e+17,2.0254399558158845e+17,2.0261308251003274e+17,2.0268140010063955e+17,2.0274892561263834e+17,2.0281563931923386e+17,2.0288152428069168e+17,2.0294656613123232e+17,2.0301075287922896e+17,2.030740747201631e+17,2.0313652386176195e+17,2.031980943607282e+17,2.032587819704669e+17,2.0331858399921686e+17,2.0337749917800288e+17,2.0343552753783968e+17,2.0349267029563462e+17,2.0354892974825658e+17,2.0360430917426006e+17,2.0365881274277648e+17,2.0371244542910733e+17,2.0376521293657888e+17,2.0381712162423994e+17,2.0386817844000902e+17,2.0391839085889907e+17,2.0396776682596982e+17,2.0401631470367994e+17,2.0406404322333046e+17,2.0411096144031114e+17,2.041570786928798e+17,2.0420240456422234e+17
0.0045345345345345345,2e+17,2e+17,2e+17,2.0000000000000406e+17,2.0000000000144605e+17,2.0000000007323725e+17,2.0000000121155e+17,2.0000000993832944e+17,2.000000510324966e+17,2.0000018871535555e+17,2.000005495195035e+17,2.000013374002455e+17,2.00002835183664e+17,2.0000539222537322e+17,2.0000940233499258e+17,2.0001527744067523e+17,2.0002342181914874e+17,2.000342101456914e+17,2.0004797098000733e+17,2.0006497601981923e+17,2.0008543462964454e+17,2.0010949272965165e+17,2.0013723499574166e+17,2.0016868936653427e+17,2.0020383298978298e+17,2.0024259891177434e+17,2.002848829836141e+17,2.0033055060984912e+17,2.0037944309032826e+17,2.004313834046558e+17,2.0048618136242765e+17,2.005436380954788e+17,2.0060354990470006e+17,2.0066571149742662e+17,2.0072991866523946e+17,2.007959704589318e+17,2.0086367091947635e+17,2.0093283042268992e+17,2.0100326669211875e+17,2.0107480553031402e+17,2.0114728131374573e+17,2.0122053729151936e+17,2.0129442572308877e+17,2.0136880788546694e+17,2.0144355397611955e+17,2.015185429338273e+17,2.0159366219633728e+17,2.0166880741057373e+17,2.017438821085251e+17,2.018187973596339e+17,2.018934714085508e+17,2.0196782930544266e+17,2.0204180253462803e+17,2.0211532864612144e+17,2.0218835089366906e+17,2.0226081788202726e+17,2.0233268322554576e+17,2.0240390521954982e+17,2.0247444652555174e+17,2.0254427387094256e+17,2.0261335776351197e+17,2.0268167222089904e+17,2.02749194514885e+17,2.0281590493028787e+17,2.0288178653810493e+17,2.029468249824605e+17,2.0301100828085683e+17,2.0307432663717907e+17,2.0313677226688067e+17,2.0319833923375856e+17,2.0325902329772285e+17,2.0331882177296858e+17,2.0337773339596656e+17,2.034357582027031e+17,2.034928974146165e+17,2.0354915333269776e+17,2.036045292392442e+17,2.0365902930677875e+17,2.037126585136691e+17,2.0376542256600637e+17,2.0381732782532582e+17,2.0386838124177498e+17,2.039185902923579e+17,2.0396796292390605e+17,2.0401650750044726e+17,2.04064232754665e+17,2.0411114774315946e+17,2.0415726180524067e+17,2.0420258452500083e+17
0.006046046046046046,2e+17,2e+17,2e+17,2.0000000000000426e+17,2.0000000000148646e+17,2.000000000746665e+17,2.0000000122896656e+17,2.000000100478456e+17,2.0000005147698342e+17,2.0000019004639955e+17,2.000005527203654e+17,2.0000134393886138e+17,2.0000284697761926e+17,2.000054115333031e+17,2.0000943160566275e+17,2.0001531915219894e+17,2.0002347833306397e+17,2.000342835903447e+17,2.0004806316866854e+17,2.0006508840260746e+17,2.000855682746927e+17,2.0010964832737776e+17,2.001374128799241e+17,2.0016888954650307e+17,2.0020405518901e+17,2.0024284260919552e+17,2.002851474549978e+17,2.003308349673598e+17,2.00379746319109e+17,2.0043170439576586e+17,2.0048651894185133e+17,2.0054399104918528e+17,2.0060391699991104e+17,2.0066609150035754e+17,2.0073031035564086e+17,2.0079637264178186e+17,2.008640824341776e+17,2.0093325015010976e+17,2.0100369355978886e+17,2.0107523851607635e+17,2.0114771944810218e+17,2.012209796589114e+17,2.0129487146230442e+17,2.0136925618934563e+17,2.0144400409069952e+17,2.0151899415705962e+17,2.015941138764697e+17,2.016692589442909e+17,2.0174433293891734e+17,2.0181924697405274e+17,2.0189391933639984e+17,2.0196827511594246e+17,2.0204224583458576e+17,2.0211576907772986e+17,2.0218878813235366e+17,2.0226125163435587e+17,2.023331132272114e+17,2.0240433123343405e+17,2.0247486833987357e+17,2.0254469129749594e+17,2.0261377063599306e+17,2.0268208039332326e+17,2.0274959786009283e+17,2.028163033385377e+17,2.028821799157502e+17,2.029472132507088e+17,2.0301139137460704e+17,2.0307470450393398e+17,2.0313714486573088e+17,2.031987065344344e+17,2.0325938527971072e+17,2.033191784246881e+17,2.0337808471400506e+17,2.034361041911041e+17,2.034932380842189e+17,2.0354948870052256e+17,2.0360485932792586e+17,2.0365935414403814e+17,2.0371297813182547e+17,2.0376573700152563e+17,2.038176371184029e+17,2.0386868543594762e+17,2.0391888943415005e+17,2.039682570624987e+17,2.0401679668737453e+17,2.0406451704353434e+17,2.0411142718939363e+17,2.0415753646584016e+17,2.0420285445832538e+17
0.007557557557557557,2e+17,2e+17,2e+17,2.0000000000000448e+17,2.000000000015409e+17,2.0000000007658528e+17,2.000000012523038e+17,2.0000001019441053e+17,2.0000005207133875e+17,2.0000019182517373e+17,2.000005569960461e+17,2.0000135267019763e+17,2.000028627226552e+17,2.000054373043934e+17,2.0000947066816806e+17,2.000153748101219e+17,2.0002355373455914e+17,2.0003438157233453e+17,2.0004818614777213e+17,2.0006523831114163e+17,2.000857465356401e+17,2.0010985586014374e+17,2.001376501284802e+17,2.0016915652233568e+17,2.0020435152258736e+17,2.0024316760506826e+17,2.0028550014695312e+17,2.0033121417116592e+17,2.0038015068128058e+17,2.004321324374693e+17,2.004869690975707e+17,2.0054446170012314e+17,2.00604406502334e+17,2.0066659820924086e+17,2.0073083264404717e+17,2.0079690891644294e+17,2.0086463114774976e+17,2.0093380981055456e+17,2.010042627373005e+17,2.0107581584793872e+17,2.011483036418179e+17,2.0122156949390502e+17,2.0129546579046285e+17,2.0136985393462218e+17,2.0144460424797603e+17,2.0151959579043037e+17,2.0159471611708576e+17,2.0166986098787984e+17,2.0174493404307427e+17,2.0181984645538096e+17,2.018945165675652e+17,2.0196886952269302e+17,2.0204283689277818e+17,2.0211635631039475e+17,2.021893711068253e+17,2.0226182995948538e+17,2.0233368655067715e+17,2.0240489923915994e+17,2.0247543074556115e+17,2.0254524785227462e+17,2.0261432111819014e+17,2.026826246083536e+17,2.0275013563846688e+17,2.0281683453398544e+17,2.028827044034578e+17,2.0294773092566406e+17,2.0301190215004947e+17,2.030752083099049e+17,2.03137641647719e+17,2.0319919625211197e+17,2.0325986790575533e+17,2.0331965394368582e+17,2.0337855312142998e+17,2.0343656549236973e+17,2.034936922937973e+17,2.0354993584112672e+17,2.0360529942975174e+17,2.0365978724406192e+17,2.0371340427315306e+17,2.0376615623279053e+17,2.038180494932093e+17,2.0386909101235568e+17,2.039192882742005e+17,2.0396864923177382e+17,2.0401718225459354e+17,2.040648960801798e+17,2.041117997693678e+17,2.0415790266514826e+17,2.0420321435478432e+17
0.009069069069069069,2e+17,2e+17,2e+17,2.000000000000048e+17,2.0000000000160982e+17,2.000000000790049e+17,2.0000000128166093e+17,2.0000001037849174e+17,2.0000005281702938e+17,2.0000019405515635e+17,2.000005623532986e+17,2.0000136360556848e+17,2.000028824357291e+17,2.000054695619643e+17,2.0000951955248154e+17,2.0001544445094134e+17,2.0002364806617264e+17,2.000345041394914e+17,2.0004833996951994e+17,2.0006542580098746e+17,2.0008596947039213e+17,2.001101153872075e+17,2.0013794680110675e+17,2.001694903533506e+17,2.002047220487464e+17,2.0024357395593914e+17,2.0028594111385344e+17,2.0033168827308086e+17,2.003806562258032e+17,2.0043266757566246e+17,2.004875318722797e+17,2.005450500877075e+17,2.006050184480806e+17,2.0066723165690285e+17,2.007314855600525e+17,2.007975793093581e+17,2.008653170835871e+17,2.0093450942448848e+17,2.0100497424231814e+17,2.010765375409041e+17,2.011490339073773e+17,2.0122230680661133e+17,2.0129620871544685e+17,2.0137060112709482e+17,2.0144535445180333e+17,2.0152034783598662e+17,2.015954689185573e+17,2.0167061354016406e+17,2.017456854183923e+17,2.018205957997032e+17,2.0189526309692912e+17,2.0196961251947763e+17,2.020435757019871e+17,2.021170903359881e+17,2.021900998081322e+17,2.022625528477205e+17,2.023344031855796e+17,2.0240560922576598e+17,2.024761337311202e+17,2.0254594352331232e+17,2.026150091977212e+17,2.026833048532446e+17,2.0275080783694653e+17,2.028174985033001e+17,2.0288335998766755e+17,2.0294837799357507e+17,2.0301254059327693e+17,2.03075838041061e+17,2.031382625987202e+17,2.031998083725995e+17,2.032604711616229e+17,2.0332024831570886e+17,2.033791386039901e+17,2.0343714209226947e+17,2.0349426002915914e+17,2.035504947403714e+17,2.0360584953065088e+17,2.0366032859286e+17,2.0371393692375427e+17,2.0376668024600643e+17,2.0381856493606275e+17,2.038695979574377e+17,2.0391978679907606e+17,2.0396913941843338e+17,2.04017664188947e+17,2.0406536985159018e+17,2.041122654702213e+17,2.0415836039045872e+17,2.0420366420182915e+17
0.01058058058058058,2e+17,2e+17,2e+17,2.000000000000052e+17,2.0000000000169386e+17,2.0000000008193962e+17,2.0000000131716272e+17,2.000000106006761e+17,2.000000537158943e+17,2.0000019674070515e+17,2.0000056880057898e+17,2.0000137675913587e+17,2.000029061380604e+17,2.0000550833519066e+17,2.0000957829609437e+17,2.000155281203028e+17,2.0002376138109894e+17,2.0003465135162186e+17,2.0004852469917894e+17,2.0006565094161264e+17,2.000862371513375e+17,2.0011042698264477e+17,2.0013830297242483e+17,2.001698911136931e+17,2.0020516684027088e+17,2.00244061732484e+17,2.0028647042365626e+17,2.0033225733786122e+17,2.0038126301386582e+17,2.0043330986770387e+17,2.004882073193337e+17,2.0054575626119478e+17,2.0060575288227773e+17,2.0066799188436406e+17,2.0073226914063766e+17,2.0079838385356944e+17,2.0086614027092125e+17,2.0093534901748106e+17,2.0100582809691216e+17,2.0107740361371648e+17,2.0114991026037683e+17,2.012231916096605e+17,2.0129710024710192e+17,2.0137149777400374e+17,2.014462547069922e+17,2.0152125029628058e+17,2.0159637228134323e+17,2.016715165996674e+17,2.017465870616117e+17,2.018214950021205e+17,2.0189615891809008e+17,2.0197050409852147e+17,2.0204446225318618e+17,2.0211797114434666e+17,2.021909742250815e+17,2.022634202869396e+17,2.0233526311896202e+17,2.0240646117954826e+17,2.0247697728218102e+17,2.025467782956494e+17,2.026158348591073e+17,2.0268412111206307e+17,2.0275161443920486e+17,2.028182952298169e+17,2.0288414665142848e+17,2.0294915443725226e+17,2.03013306686905e+17,2.0307659367986326e+17,2.0313900770107798e+17,2.0320054287815706e+17,2.0326119502952125e+17,2.0332096152294112e+17,2.033798411438715e+17,2.0343783397301526e+17,2.0349494127256387e+17,2.0355116538058323e+17,2.0360650961303488e+17,2.0366097817294502e+17,2.0371457606625744e+17,2.037673090239304e+17,2.0381918342986086e+17,2.0387020625424237e+17,2.0392038499198582e+17,2.0396972760585514e+17,2.0401824247398886e+17,2.0406593834150192e+17,2.0411282427587882e+17,2.041589096258893e+17,2.0420420398377488e+17
0.012092092092092091,2e+17,2e+17,2e+17,2.0000000000000563e+17,2.0000000000179366e+17,2.0000000008540675e+17,2.0000000135895978e+17,2.000000108616711e+17,2.0000005477014826e+17,2.0000019988706384e+17,2.0000057634805632e+17,2.0000139214792272e+17,2.0000293385514595e+17,2.0000555365911872e+17,2.0000964694403264e+17,2.0001562587301565e+17,2.0002389374320288e+17,2.0003482328052045e+17,2.0004874041509075e+17,2.0006591381639418e+17,2.0008654966535267e+17,2.0011079073535126e+17,2.0013871873197974e+17,2.001703588923334e+17,2.0020568598449357e+17,2.0024463101950323e+17,2.002870881578976e+17,2.0033292144319974e+17,2.0038197111887894e+17,2.0043405938240643e+17,2.004889955027411e+17,2.0054658027967462e+17,2.0060660985905962e+17,2.006688789408312e+17,2.0073318343016176e+17,2.007993225887103e+17,2.0086710074481363e+17,2.0093632862019987e+17,2.010068243275519e+17,2.0107841408885437e+17,2.0115093271951862e+17,2.0122422391819603e+17,2.0129814039723066e+17,2.0137254388402608e+17,2.014473050193052e+17,2.0152230317436544e+17,2.0159742620598518e+17,2.0167257016461024e+17,2.017476389688135e+17,2.0182254405674726e+17,2.0189720402335994e+17,2.0197154425048893e+17,2.020454965355386e+17,2.021189987232697e+17,2.0219199434423763e+17,2.022644322625927e+17,2.02336266335273e+17,2.024074550840588e+17,2.0247796138149728e+17,2.0254775215133203e+17,2.0261679808377136e+17,2.0268507336568736e+17,2.0275255542564806e+17,2.028192246935368e+17,2.028850643743983e+17,2.0295006023606707e+17,2.0301420041007152e+17,2.030774752052644e+17,2.031398769336042e+17,2.0320139974749645e+17,2.0326203948809946e+17,2.0332179354400317e+17,2.033806607196975e+17,2.0343864111326166e+17,2.0349573600272317e+17,2.035519477405545e+17,2.0360727965579814e+17,2.036617359633328e+17,2.0371532167981715e+17,2.0376804254587158e+17,2.0381990495408147e+17,2.038709158824287e+17,2.0392108283278144e+17,2.0397041377409328e+17,2.0401891708998464e+17,2.0406660153039965e+17,2.0411347616705078e+17,2.0415955035238218e+17,2.0420483368180042e+17
0.013603603603603603,2e+17,2e+17,2e+17,2.0000000000000614e+17,2.0000000000191014e+17,2.0000000008942662e+17,2.000000014072293e+17,2.00000011162307e+17,2.000000559823861e+17,2.0000020350036995e+17,2.0000058500762435e+17,2.000014097918282e+17,2.0000296561677818e+17,2.000056055746857e+17,2.0000972554887747e+17,2.0001573777307245e+17,2.0002404522703667e+17,2.0003502000998426e+17,2.0004898720868346e+17,2.000662145226268e+17,2.000869071138075e+17,2.0011120674904525e+17,2.0013919418424096e+17,2.001708937930643e+17,2.00206279583292e+17,2.0024528191591568e+17,2.0028779441168454e+17,2.003336806797174e+17,2.0038278062646544e+17,2.0043491620002794e+17,2.0048989649715366e+17,2.005475222120597e+17,2.0060758944155776e+17,2.0066989288368717e+17,2.00734228480353e+17,2.008003955609961e+17,2.0086819854614646e+17,2.0093744826840195e+17,2.0100796296509747e+17,2.0107956899252304e+17,2.0115210130660323e+17,2.0122540374986784e+17,2.0129932917958643e+17,2.0137373946726986e+17,2.014485053954512e+17,2.0152350647378992e+17,2.0159863069310285e+17,2.0167377423290515e+17,2.0174884113541488e+17,2.0182374295670733e+17,2.0189839840376048e+17,2.0197273296448058e+17,2.0204667853639408e+17,2.021201730585165e+17,2.021931601499197e+17,2.022655887576996e+17,2.0233741281636435e+17,2.0240859092010422e+17,2.0247908600894432e+17,2.025488650694106e+17,2.0261789885003747e+17,2.026861615918063e+17,2.0275363077341437e+17,2.0282028687112576e+17,2.028861131328427e+17,2.0295109536595165e+17,2.0301522173843632e+17,2.0307848259270826e+17,2.0314087027157872e+17,2.0320237895578102e+17,2.0326300451244794e+17,2.0332274435395242e+17,2.0338159730652877e+17,2.0343956348810586e+17,2.03496644194801e+17,2.0355284179554342e+17,2.0360815963431798e+17,2.0366260193954234e+17,2.037161737401145e+17,2.0376888078769146e+17,2.0382072948478285e+17,2.0387172681826666e+17,2.0392188029795747e+17,2.039711978998787e+17,2.040196880139118e+17,2.0406735939551654e+17,2.0411422112123395e+17,2.041602825477044e+17,2.0420555327394896e+17
