Position_m,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s
0.0,2e+17,2e+17,2.000000000000014e+17,2.0000000000081894e+17,2.0000000005414138e+17,2.0000000105068045e+17,2.0000000954053683e+17,2.0000005242382586e+17,2.0000020318513014e+17,2.000006119460321e+17,2.0000152697001555e+17,2.000032990765468e+17,2.000063679242639e+17,2.0001123492849312e+17,2.0001842980243274e+17,2.0002847710786262e+17,2.0004186725816227e+17,2.0005903429257792e+17,2.0008034103180694e+17,2.0010607110039056e+17,2.001364267029205e+17,2.0017153082869424e+17,2.0021143259054618e+17,2.002561145647509e+17,2.0030550121211008e+17,2.0035946767790416e+17,2.0041784846482122e+17,2.0048044563737984e+17,2.005470363465801e+17,2.0061737956205728e+17,2.00691221970455e+17,2.0076830304822707e+17,2.0084835934949546e+17,2.009311280691896e+17,2.010163499519686e+17,2.011037716211528e+17,2.0119314740119053e+17,2.012842407036462e+17,2.0137682504147222e+17,2.0147068473023766e+17,2.0156561532859875e+17,2.0166142386397933e+17,2.0175792888342563e+17,2.018549603640477e+17,2.019523595124303e+17,2.020499784778424e+17,2.0214767999873267e+17,2.0224533697974182e+17,2.0234283176648365e+17,2.024400523112938e+17,2.025368585101441e+17,2.026328844045495e+17,2.0272707835303485e+17,2.0281760196600438e+17,2.0290254856310614e+17,2.0298069206614816e+17,2.030516854749242e+17,2.0311587771646074e+17,2.0317403641657658e+17,2.0322711466730314e+17,2.0327609307884717e+17,2.0332188741068506e+17,2.0336530290398e+17,2.034070183140648e+17,2.0344758710467424e+17,2.03487447426394e+17,2.0352693562290915e+17,2.0356630010201613e+17,2.036057136944301e+17,2.0364528334822986e+17,2.036850564200583e+17,2.03725023238973e+17,2.0376511647113795e+17,2.038052095107309e+17,2.0384511839427293e+17,2.038846128434152e+17,2.039234395445406e+17,2.0396135463873066e+17,2.0399815667959766e+17,2.040337105378658e+17,2.0406795706875194e+17,2.0410090911859296e+17,2.041326381991335e+17,2.041632570285337e+17,2.041929020959516e+17,2.042217187417196e+17,2.0424984977537923e+17,2.0427742766865114e+17,2.0430456983847622e+17,2.0433137634365594e+17,2.0435792932101818e+17,2.0438429358216915e+17,2.0441051791685357e+17,2.0443663677019494e+17,2.0446267206398794e+17,2.0448863501282125e+17,2.0451452784546454e+17,2.0454034538408528e+17,2.0456607646231488e+17,2.0459170518143133e+17,2.0461721201479555e+17
0.0011411411411411411,2e+17,2e+17,2.000000000000014e+17,2.0000000000081894e+17,2.0000000005414138e+17,2.0000000105068045e+17,2.0000000954053683e+17,2.0000005242382586e+17,2.0000020318513014e+17,2.000006119460321e+17,2.0000152697001555e+17,2.000032990765468e+17,2.000063679242639e+17,2.0001123492849312e+17,2.0001842980243274e+17,2.0002847710786262e+17,2.0004186725816227e+17,2.0005903429257792e+17,2.0008034103180694e+17,2.0010607110039056e+17,2.001364267029205e+17,2.0017153082869424e+17,2.0021143259054618e+17,2.002561145647509e+17,2.0030550121211008e+17,2.0035946767790416e+17,2.0041784846482122e+17,2.0048044563737984e+17,2.005470363465801e+17,2.0061737956205728e+17,2.00691221970455e+17,2.0076830304822707e+17,2.0084835934949546e+17,2.009311280691896e+17,2.010163499519686e+17,2.011037716211528e+17,2.0119314740119053e+17,2.012842407036462e+17,2.0137682504147222e+17,2.0147068473023766e+17,2.0156561532859875e+17,2.0166142386397933e+17,2.0175792888342563e+17,2.018549603640477e+17,2.019523595124303e+17,2.020499784778424e+17,2.0214767999873267e+17,2.0224533697974182e+17,2.0234283176648365e+17,2.024400523112938e+17,2.025368585101441e+17,2.026328844045495e+17,2.0272707835303485e+17,2.0281760196600438e+17,2.0290254856310614e+17,2.0298069206614816e+17,2.030516854749242e+17,2.0311587771646074e+17,2.0317403641657658e+17,2.0322711466730314e+17,2.0327609307884717e+17,2.0332188741068506e+17,2.0336530290398e+17,2.034070183140648e+17,2.0344758710467424e+17,2.03487447426394e+17,2.0352693562290915e+17,2.0356630010201613e+17,2.036057136944301e+17,2.0364528334822986e+17,2.036850564200583e+17,2.03725023238973e+17,2.0376511647113795e+17,2.038052095107309e+17,2.0384511839427293e+17,2.038846128434152e+17,2.039234395445406e+17,2.0396135463873066e+17,2.0399815667959766e+17,2.040337105378658e+17,2.0406795706875194e+17,2.0410090911859296e+17,2.041326381991335e+17,2.041632570285337e+17,2.041929020959516e+17,2.042217187417196e+17,2.0424984977537923e+17,2.0427742766865114e+17,2.0430456983847622e+17,2.0433137634365594e+17,2.0435792932101818e+17,2.0438429358216915e+17,2.0441051791685357e+17,2.0443663677019494e+17,2.0446267206398794e+17,2.0448863501282125e+17,2.0451452784546454e+17,2.0454034538408528e+17,2.0456607646231488e+17,2.0459170518143133e+17,2.0461721201479555e+17
0.0022822822822822822,2e+17,2e+17,2.0000000000000144e+17,2.0000000000082726e+17,2.0000000005451862e+17,2.000000010560101e+17,2.000000095773009e+17,2.000000525823747e+17,2.0000020367999958e+17,2.0000061317151062e+17,2.0000152952769674e+17,2.0000330376514618e+17,2.0000637569656058e+17,2.0001124682834038e+17,2.000184468959211e+17,2.0002850041968973e+17,2.000418977199035e+17,2.000590727055999e+17,2.0008038804472576e+17,2.0010612719928982e+17,2.0013649221178534e+17,2.001716059173782e+17,2.002115172878134e+17,2.0025620877432982e+17,2.00305604730139e+17,2.0035958021056845e+17,2.00417969645345e+17,2.0048057504182986e+17,2.0054717350816723e+17,2.0061752398378947e+17,2.0069137313611504e+17,2.0076846043172886e+17,2.008485224227236e+17,2.0093129630845555e+17,2.0101652284323043e+17,2.011039486641473e+17,2.0119332811262253e+17,2.012844246195704e+17,2.0137701171899085e+17,2.014708737486257e+17,2.015658062899536e+17,2.0166161639347798e+17,2.017581226292516e+17,2.0185515499700317e+17,2.0195255472510272e+17,2.0205017398265632e+17,2.0214787552217027e+17,2.0224553224215994e+17,2.023430264065755e+17,2.024402456004864e+17,2.0253704845159648e+17,2.0263306670387107e+17,2.0272724863247258e+17,2.02817759217858e+17,2.029026941015158e+17,2.0298082707315626e+17,2.0305181047551338e+17,2.0311599313798192e+17,2.0317414300932006e+17,2.0322721354303267e+17,2.0327618555359798e+17,2.033219748255513e+17,2.0336538649593046e+17,2.0340709914457862e+17,2.0344766603078093e+17,2.034875250961262e+17,2.0352701248121286e+17,2.0356637639787386e+17,2.0360578948389885e+17,2.0364535849184605e+17,2.036851305780592e+17,2.0372509587536832e+17,2.037651868866487e+17,2.038052769273175e+17,2.0384518209695206e+17,2.038846723452111e+17,2.0392349470549053e+17,2.0396140568084077e+17,2.039982040968401e+17,2.0403375495435338e+17,2.0406799910826746e+17,2.0410094932138557e+17,2.041326769887739e+17,2.0416329471315235e+17,2.041929388855352e+17,2.042217547685495e+17,2.0424988511125997e+17,2.0427746233719126e+17,2.043046038229913e+17,2.043314095919869e+17,2.0435796174849162e+17,2.043843250735936e+17,2.044105483281134e+17,2.0443666592975834e+17,2.0446269977449677e+17,2.0448866105285517e+17,2.0451455197154022e+17,2.0454036733294458e+17,2.045660959535543e+17,2.045917219205226e+17,2.0461722569653568e+17
0.003423423423423423,2e+17,2e+17,2.0000000000000147e+17,2.0000000000084394e+17,2.000000000552755e+17,2.0000000106669338e+17,2.000000096509517e+17,2.0000005289987917e+17,2.0000020467074e+17,2.0000061562446346e+17,2.0000153464646653e+17,2.0000331314752464e+17,2.0000639124835552e+17,2.0001127063737155e+17,2.0001848109434704e+17,2.0002854705676646e+17,2.0004195865855286e+17,2.0005914954826746e+17,2.0008048208832394e+17,2.0010623941565786e+17,2.001366232485747e+17,2.001717561139992e+17,2.0021168670152707e+17,2.0025639721235984e+17,2.0030581178456438e+17,2.0035980529359715e+17,2.0041821202329546e+17,2.0048083386673597e+17,2.0054744784637824e+17,2.006178128412724e+17,2.006916754804068e+17,2.0076877521064592e+17,2.0084884858003805e+17,2.0093163279680493e+17,2.010168686345546e+17,2.01104302757951e+17,2.0119368954235226e+17,2.0128479245737626e+17,2.0137738507912157e+17,2.0147125178967914e+17,2.0156618821618115e+17,2.016620014553212e+17,2.0175851012328413e+17,2.018555442655013e+17,2.0195294515572403e+17,2.0205056500974787e+17,2.0214826663526576e+17,2.0224592302251715e+17,2.0234341666852096e+17,2.024406358881461e+17,2.0253744120639587e+17,2.026334654975986e+17,2.0272765015819376e+17,2.0281814923002406e+17,2.0290305677817498e+17,2.0298115384043894e+17,2.03052100663462e+17,2.0311625072642746e+17,2.0317437365099747e+17,2.0322742291887958e+17,2.032763787096715e+17,2.0332215600491488e+17,2.0336555917067786e+17,2.0340726611348765e+17,2.034478295309607e+17,2.0348768691159475e+17,2.0352717404389715e+17,2.035665388802835e+17,2.0360595388254893e+17,2.0364552569719763e+17,2.0368530141956144e+17,2.0372527111942803e+17,2.037653671572442e+17,2.0380546253066416e+17,2.0384537278258883e+17,2.0388486711269568e+17,2.0392369179830013e+17,2.039616028323176e+17,2.0399839894868394e+17,2.0403394547760333e+17,2.040681838829209e+17,2.0410112762642672e+17,2.0413284873864893e+17,2.0416346031113018e+17,2.0419309905735536e+17,2.0422191041569078e+17,2.0425003720008717e+17,2.0427761182511917e+17,2.043047516155296e+17,2.0433155652249027e+17,2.043581085730726e+17,2.0438447247526384e+17,2.0441069692589965e+17,2.0443681628993853e+17,2.044628524221329e+17,2.0448881648250995e+17,2.0451471065652755e+17,2.0454052973275725e+17,2.0456626251929667e+17,2.0459189309829475e+17,2.04617401928802e+17
0.0045645645645645645,2e+17,2e+17,2.0000000000000157e+17,2.000000000008692e+17,2.0000000005641674e+17,2.0000000108277805e+17,2.0000000976173504e+17,2.00000053377154e+17,2.0000020615935603e+17,2.0000061930888445e+17,2.0000154233314304e+17,2.000033272340456e+17,2.0000641459405613e+17,2.0001130637426422e+17,2.0001853242061328e+17,2.0002861704594147e+17,2.0004205010444768e+17,2.0005926485383018e+17,2.000806231981244e+17,2.001064077866349e+17,2.001368198514087e+17,2.0017198145706342e+17,2.002119408700452e+17,2.0025667991658464e+17,2.0030612241212016e+17,2.0036014296238902e+17,2.0041857563247664e+17,2.0048122214410854e+17,2.005478593912846e+17,2.0061824616254086e+17,2.0069212902927152e+17,2.007692474088032e+17,2.008493378431532e+17,2.0093213755387056e+17,2.010173873435402e+17,2.0110483391819146e+17,2.0119423170410883e+17,2.0128534422897568e+17,2.0137794513204464e+17,2.0147181886193168e+17,2.0156676111423978e+17,2.0166257905490198e+17,2.017590913691203e+17,2.0185612817017616e+17,2.01953530797162e+17,2.0205115152533955e+17,2.0214885320441875e+17,2.0224650880568992e+17,2.0234400057903014e+17,2.0244121572965965e+17,2.0253801095633306e+17,2.0263401222787498e+17,2.0272816074252582e+17,2.028186207066092e+17,2.029034931404627e+17,2.0298155865246608e+17,2.0305247549856682e+17,2.031165968595114e+17,2.0317469332600307e+17,2.032277194655156e+17,2.0327665607155568e+17,2.033224182015675e+17,2.033658099097318e+17,2.0340750857645606e+17,2.0344806628625203e+17,2.034879199007628e+17,2.0352740459924403e+17,2.035667677460782e+17,2.036061812239771e+17,2.0364575109243155e+17,2.0368552384538218e+17,2.037254889636393e+17,2.0376557831809517e+17,2.0380566467148547e+17,2.0384556375842634e+17,2.0388504546581536e+17,2.0392385711476458e+17,2.039617557854276e+17,2.0399854102728134e+17,2.0403407855938602e+17,2.0406830984258166e+17,2.041012480861999e+17,2.0413296496932576e+17,2.041635732362643e+17,2.0419320930555382e+17,2.0422201838220938e+17,2.0425014309868963e+17,2.0427771572501555e+17,2.0430485346513056e+17,2.0433165616387872e+17,2.0435820575088384e+17,2.043845668426664e+17,2.0441078804936598e+17,2.0443690365375795e+17,2.044629354331725e+17,2.0448889447550035e+17,2.0451478290005792e+17,2.0454059543613974e+17,2.045663208404589e+17,2.045919431528482e+17,2.0461744280040176e+17
0.005705705705705706,2e+17,2e+17,2.0000000000000166e+17,2.000000000009032e+17,2.0000000005794947e+17,2.0000000110433622e+17,2.0000000991002035e+17,2.000000540154232e+17,2.0000020814885843e+17,2.000006242307706e+17,2.0000155259796147e+17,2.0000334604026365e+17,2.000064457552841e+17,2.0001135406704544e+17,2.0001860090908403e+17,2.0002871042749715e+17,2.0004217210310176e+17,2.0005941867216915e+17,2.0008081142741654e+17,2.0010663236793456e+17,2.0013708207746925e+17,2.0017228200433043e+17,2.0021227985090378e+17,2.0025705694361754e+17,2.003065366679043e+17,2.0036059327003853e+17,2.0041906052359046e+17,2.0048173992195827e+17,2.0054840818798858e+17,2.0061882398964214e+17,2.0069273382161587e+17,2.007698770619327e+17,2.0084999024463526e+17,2.0093281060909654e+17,2.010180789965807e+17,2.0110554216830515e+17,2.011949546184819e+17,2.0128607995223402e+17,2.0137869189303373e+17,2.0147257497820918e+17,2.015675249946776e+17,2.0166334920075418e+17,2.0175986637390346e+17,2.018569067188111e+17,2.0195431166534323e+17,2.0205193358220797e+17,2.0214963542977376e+17,2.022472903638887e+17,2.0234478110471075e+17,2.0244199633127037e+17,2.0253879656859258e+17,2.0263481003840995e+17,2.027289640671109e+17,2.028194009274322e+17,2.0290421855878272e+17,2.0298221214312778e+17,2.030530557698561e+17,2.0311711191191024e+17,2.0317515449028003e+17,2.0322813811610346e+17,2.0327704230513024e+17,2.0332278050453715e+17,2.0336615522463504e+17,2.034078424986247e+17,2.0344839328786064e+17,2.0348824354841475e+17,2.0352772775624275e+17,2.0356709275797635e+17,2.036065100855786e+17,2.0364608558774016e+17,2.0368586563752832e+17,2.0372583959020605e+17,2.0376593903105603e+17,2.0380603608464928e+17,2.0384594536783968e+17,2.0388543526267178e+17,2.039242515747115e+17,2.0396215036334586e+17,2.039989309970418e+17,2.0403445985728723e+17,2.0406867962658957e+17,2.0410160491508813e+17,2.0413330867446675e+17,2.041639046273805e+17,2.0419352983737885e+17,2.0422232986069667e+17,2.0425044745919107e+17,2.0427801488461603e+17,2.0430514923680144e+17,2.0433195021605635e+17,2.0435849959737005e+17,2.0438486185097152e+17,2.0441108545898662e+17,2.0443720459867926e+17,2.044632409649515e+17,2.0448920558470515e+17,2.045151005347656e+17,2.045409205167807e+17,2.0456665427066413e+17,2.045922858261942e+17,2.0461779560312016e+17
0.006846846846846846,2e+17,2e+17,2.0000000000000176e+17,2.0000000000094627e+17,2.0000000005988336e+17,2.0000000113146432e+17,2.0000001009630186e+17,2.0000005481632272e+17,2.000002106432691e+17,2.0000063039812902e+17,2.0000156545458374e+17,2.0000336958693626e+17,2.0000648476088794e+17,2.0001141375310477e+17,2.000186866055976e+17,2.0002882725516086e+17,2.000423247152153e+17,2.000596110698045e+17,2.0008104684726182e+17,2.001069132338476e+17,2.0013741000300186e+17,2.0017265783281344e+17,2.0021270372081574e+17,2.0025752836893917e+17,2.0030705462537514e+17,2.0036115628733136e+17,2.0041966676423136e+17,2.0048238726429078e+17,2.005490942966171e+17,2.0061954637862947e+17,2.006934899093055e+17,2.0077066421766726e+17,2.0085080582789606e+17,2.00933652001732e+17,2.010189436288582e+17,2.011064275395315e+17,2.0119585831291478e+17,2.0128699965096083e+17,2.0137962538243578e+17,2.0147352015556598e+17,2.0156847987139824e+17,2.0166431190364883e+17,2.017608351448034e+17,2.0185787991261114e+17,2.0195528774579008e+17,2.020529111120079e+17,2.0215061304113917e+17,2.0224826665552646e+17,2.023457542562111e+17,2.024429626464902e+17,2.0253974590254157e+17,2.0263572069440982e+17,2.0272981419212253e+17,2.0282018579020806e+17,2.029049449852369e+17,2.029828861327812e+17,2.0305367993934963e+17,2.0311768836210403e+17,2.0317568693791e+17,2.0322863209203814e+17,2.0327750436708698e+17,2.0332321733916525e+17,2.0336657300040566e+17,2.0340824650830813e+17,2.0344878780319942e+17,2.03488631796846e+17,2.0352811194980963e+17,2.0356747412818826e+17,2.036068888977775e+17,2.036464611274055e+17,2.0368623618617194e+17,2.0372620244673072e+17,2.037662906794901e+17,2.0380637262205264e+17,2.038462632193096e+17,2.0388573200934723e+17,2.039245265465874e+17,2.039624047069066e+17,2.039991672167988e+17,2.0403468110060614e+17,2.0406888902909917e+17,2.0410180518545466e+17,2.0413350193092486e+17,2.0416409240637968e+17,2.0419371318207552e+17,2.0422250942454688e+17,2.0425062359296026e+17,2.0427818769826205e+17,2.0430531863921744e+17,2.0433211593924294e+17,2.0435866121123414e+17,2.0438501877326726e+17,2.044112369632295e+17,2.0443734982163174e+17,2.0446337891452784e+17,2.044893351487601e+17,2.0451522049107597e+17,2.045410295444876e+17,2.045667509634394e+17,2.045923687073773e+17,2.04617863143016e+17
0.007987987987987989,2e+17,2e+17,2.0000000000000192e+17,2.0000000000099888e+17,2.000000000622305e+17,2.0000000116428368e+17,2.0000001032119987e+17,2.0000005578190394e+17,2.0000021364762704e+17,2.000006378209868e+17,2.0000158092011142e+17,2.00003397900039e+17,2.000065316469598e+17,2.000114854792113e+17,2.000187895674828e+17,2.0002896759611987e+17,2.000425080166876e+17,2.0005984212990595e+17,2.000813295465017e+17,2.0010725047724733e+17,2.0013780372331862e+17,2.0017310903877978e+17,2.0021321257566922e+17,2.0025809428689408e+17,2.0030767637634672e+17,2.0036183210273856e+17,2.0042039443887965e+17,2.0048316425109894e+17,2.005499177923139e+17,2.006204133995538e+17,2.006943973571565e+17,2.00771608935532e+17,2.0085178464718458e+17,2.0093466178082294e+17,2.0101998128433517e+17,2.0110749007090544e+17,2.0119694282169872e+17,2.0128810335490803e+17,2.0138074562568448e+17,2.0147465441535763e+17,2.0156962576196355e+17,2.016654671777963e+17,2.0176199769373126e+17,2.0185904776462115e+17,2.019564590653732e+17,2.0205408420399434e+17,2.0215178637706672e+17,2.0224943898656765e+17,2.0234692504940435e+17,2.0244413361539478e+17,2.0254092457971882e+17,2.0263691797145846e+17,2.0273101986531626e+17,2.0282135661503424e+17,2.0290603327660493e+17,2.0298386625985453e+17,2.0305455008536256e+17,2.0311846062996656e+17,2.0317637838706867e+17,2.032292598155498e+17,2.0327808352137504e+17,2.033237606545521e+17,2.0336709088658586e+17,2.034087473527315e+17,2.0344927830903382e+17,2.034891173104326e+17,2.035285967647502e+17,2.0356796176417306e+17,2.0360738235148077e+17,2.036469630825766e+17,2.0368674914812864e+17,2.03726728733807e+17,2.0376683217970365e+17,2.0380693025954166e+17,2.0384683623050544e+17,2.0388631736114746e+17,2.039251189241046e+17,2.0396299726288406e+17,2.039997528381837e+17,2.0403525367738912e+17,2.0406944429316666e+17,2.0410234097699853e+17,2.041340180032245e+17,2.0416458998199974e+17,2.0419419445126957e+17,2.042229771037493e+17,2.0425108059176675e+17,2.0427863689794973e+17,2.0430576276413254e+17,2.0433255749636643e+17,2.0435910247521846e+17,2.043854617991032e+17,2.0441168361377613e+17,2.044378018014462e+17,2.044638378045334e+17,2.044898024384209e+17,2.0451569760613526e+17,2.0454151786920666e+17,2.045672518568231e+17,2.0459288351323347e+17,2.0461839319395008e+17
0.009129129129129129,2e+17,2e+17,2.000000000000021e+17,2.0000000000106144e+17,2.0000000006500554e+17,2.0000000120294083e+17,2.0000001058546266e+17,2.0000005691463766e+17,2.000002171679965e+17,2.0000064651140317e+17,2.000015990151019e+17,2.0000343101078502e+17,2.000065864568567e+17,2.0001156930153517e+17,2.0001890986357952e+17,2.0002913153104e+17,2.0004272209863328e+17,2.0006011195230573e+17,2.000816596317673e+17,2.0010764420959574e+17,2.0013826335280134e+17,2.0017363573775142e+17,2.0021380653052554e+17,2.002587548106867e+17,2.0030840203098282e+17,2.0036262082240906e+17,2.0042124364889293e+17,2.0048407097835354e+17,2.005508787652294e+17,2.006214251364534e+17,2.006954562429251e+17,2.007727112869337e+17,2.008529267675765e+17,2.0093584000520176e+17,2.0102119201574442e+17,2.011087298092474e+17,2.0119820818596157e+17,2.012893910997544e+17,2.0138205265326637e+17,2.014759777831332e+17,2.0157096268719658e+17,2.0166681503931587e+17,2.017633540313805e+17,2.0186041027649e+17,2.0195782560183827e+17,2.020554527536564e+17,2.0215315502472662e+17,2.022508057660371e+17,2.0234828739242637e+17,2.024454862718817e+17,2.0254225311949523e+17,2.0263819170388675e+17,2.0273220824973216e+17,2.028224534610504e+17,2.0290704849808064e+17,2.0298480838014368e+17,2.0305542275523907e+17,2.0311926673980266e+17,2.031771230913832e+17,2.0322995081827005e+17,2.032787299717818e+17,2.0332437188756195e+17,2.0336767551511267e+17,2.0340931276616083e+17,2.0344983046902067e+17,2.0348966071754938e+17,2.0352913449806333e+17,2.03568495528985e+17,2.036079124982869e+17,2.0364748858688595e+17,2.0368726757642634e+17,2.0372723627487603e+17,2.0376732388374323e+17,2.0380740064464406e+17,2.0384728029197152e+17,2.038867317352141e+17,2.039255027147257e+17,2.039633521263507e+17,2.0400008232941942e+17,2.0403556224024797e+17,2.04069736340898e+17,2.0410262031206685e+17,2.0413428759162954e+17,2.0416485196882832e+17,2.0419445028740307e+17,2.0422322769285482e+17,2.042513264133227e+17,2.0427887809455142e+17,2.043059991974505e+17,2.0433278878109744e+17,2.0435932799980032e+17,2.0438568073957386e+17,2.0441189494477635e+17,2.04438004306623e+17,2.044640300875437e+17,2.0448998293519187e+17,2.045158645988176e+17,2.045416695021964e+17,2.0456738615522115e+17,2.0459299840408512e+17,2.0461848653052867e+17
0.01027027027027027,2e+17,2e+17,2.000000000000023e+17,2.0000000000113456e+17,2.0000000006822582e+17,2.0000000124760822e+17,2.000000108899683e+17,2.000000582174194e+17,2.0000022121147638e+17,2.0000065648348384e+17,2.000016197635876e+17,2.0000346895564778e+17,2.0000664924122557e+17,2.000116652856734e+17,2.0001904757426352e+17,2.0002931915408826e+17,2.000429670674014e+17,2.0006042065351408e+17,2.0008203722749104e+17,2.001080945609515e+17,2.001387890249056e+17,2.001742380645055e+17,2.0021448571961686e+17,2.002595100723761e+17,2.0030923171778982e+17,2.0036352257016077e+17,2.0042221451249568e+17,2.004851075579919e+17,2.0055197732050883e+17,2.0062258168734157e+17,2.0069666665729466e+17,2.0077397135514806e+17,2.0085423226496154e+17,2.0093718674347507e+17,2.010225758845772e+17,2.01110146809152e+17,2.0119965445365885e+17,2.012908629271029e+17,2.0138354650074163e+17,2.0147749028874656e+17,2.0157249067164512e+17,2.016683555080753e+17,2.0176490417443894e+17,2.018619674666349e+17,2.0195938739349763e+17,2.020570168886987e+17,2.0215471946865917e+17,2.022523688625034e+17,2.023498484592984e+17,2.0244704769001034e+17,2.0254382517815155e+17,2.0263978913091354e+17,2.0273381710482342e+17,2.0282401548882022e+17,2.029084998630401e+17,2.029861150152792e+17,2.0305658246454848e+17,2.031202958516319e+17,2.031780444699418e+17,2.032307873129668e+17,2.0327950181249558e+17,2.0332509604939872e+17,2.0336836587001245e+17,2.034099804870676e+17,2.034504844840243e+17,2.034903081485035e+17,2.0352978106730694e+17,2.0356914593205773e+17,2.036085707391907e+17,2.0364815825851965e+17,2.036879520391591e+17,2.0372793864224342e+17,2.0376804669191818e+17,2.038081451321479e+17,2.0384804542628464e+17,2.038875134348185e+17,2.0392629383991453e+17,2.039641434920419e+17,2.0400086440690243e+17,2.040363268558326e+17,2.040704777943445e+17,2.04103335727475e+17,2.0413497665170797e+17,2.0416551631861488e+17,2.0419509286250234e+17,2.04223852129228e+17,2.042519366027259e+17,2.0427947788926416e+17,2.0430659223908822e+17,2.0433337842040208e+17,2.0435991727703677e+17,2.0438627240170403e+17,2.044124914823777e+17,2.0443860799913693e+17,2.0446464304958086e+17,2.0449060715946038e+17,2.045165019930924e+17,2.0454232191891824e+17,2.045680554130473e+17,2.0459368630119165e+17,2.0461919484980765e+17
